zip,county_name
95814,Sacramento
95815,Sacramento
95816,Sacramento
95817,Sacramento
95818,Sacramento
95819,Sacramento
95820,Sacramento
95821,Sacramento
95822,Sacramento
95823,Sacramento
95824,Sacramento
95825,Sacramento
95826,Sacramento
95827,Sacramento
95828,Sacramento
95829,Sacramento
95830,Sacramento
95831,Sacramento
95832,Sacramento
95833,Sacramento
95834,Sacramento
95835,Sacramento
95837,Sacramento
95838,Sacramento
95841,Sacramento
95842,Sacramento
95843,Sacramento
95864,Sacramento
95901,Yuba
95903,Yuba
95910,Sierra
95912,Colusa
95913,Glenn
95914,Butte
95915,Plumas
95916,Butte
95917,Butte
95918,Yuba
95919,Yuba
95920,Glenn
95922,Yuba
95923,Plumas
95925,Yuba
95926,Butte
95928,Butte
95929,Butte
95930,Butte
95932,Colusa
95934,Plumas
95935,Yuba
95936,Sierra
95937,Yolo
95938,Butte
95939,Glenn
95941,Butte
95942,Butte
95943,Glenn
95944,Sierra
95945,Nevada
95946,Nevada
95947,Plumas
95948,Butte
95949,Nevada
95950,Colusa
95951,Glenn
95953,Sutter
95954,Butte
95955,Colusa
95956,Plumas
95957,Sutter
95958,Butte
95959,Nevada
95960,Sierra
95961,Yuba
95962,Yuba
95963,Glenn
95965,Butte
95966,Butte
95968,Butte
95969,Butte
95970,Glenn
95971,Plumas
95972,Yuba
95973,Butte
95974,Butte
95975,Nevada
95977,Yuba
95978,Butte
95979,Colusa
95981,Plumas
95982,Sutter
95983,Plumas
95984,Plumas
95986,Nevada
95987,Colusa
95988,Glenn
95991,Sutter
95993,Sutter
96001,Shasta
96002,Shasta
96003,Shasta
96006,Lassen
96007,Shasta
96008,Shasta
96009,Lassen
96010,Trinity
96011,Shasta
96013,Shasta
96014,Siskiyou
96015,Modoc
96016,Shasta
96017,Shasta
96019,Shasta
96020,Plumas
96021,Tehama
96022,Tehama
96023,Siskiyou
96024,Trinity
96025,Siskiyou
96027,Siskiyou
96028,Shasta
96029,Tehama
96031,Siskiyou
96032,Siskiyou
96033,Shasta
96034,Siskiyou
96035,Tehama
96037,Siskiyou
96038,Siskiyou
96039,Siskiyou
96040,Shasta
96041,Trinity
96044,Siskiyou
96046,Trinity
96047,Shasta
96048,Trinity
96050,Siskiyou
96051,Shasta
96052,Trinity
96054,Modoc
96055,Tehama
96056,Lassen
96057,Siskiyou
96058,Siskiyou
96059,Tehama
96061,Tehama
96062,Shasta
96063,Tehama
96064,Siskiyou
96065,Shasta
96067,Siskiyou
96068,Lassen
96069,Shasta
96071,Shasta
96073,Shasta
96074,Tehama
96075,Tehama
96076,Trinity
96078,Tehama
96080,Tehama
96084,Shasta
96085,Siskiyou
96086,Siskiyou
96087,Shasta
96088,Shasta
96090,Tehama
96091,Trinity
96092,Tehama
96093,Trinity
96094,Siskiyou
96096,Shasta
96097,Siskiyou
96101,Modoc
96103,Plumas
96104,Modoc
96105,Plumas
96106,Plumas
96107,Mono
96108,Modoc
96109,Lassen
96110,Modoc
96111,Nevada
96112,Modoc
96113,Lassen
96114,Lassen
96115,Modoc
96116,Modoc
96117,Lassen
96118,Sierra
96119,Lassen
96120,Alpine
96121,Lassen
96122,Plumas
96123,Lassen
96124,Sierra
96125,Sierra
96126,Sierra
96128,Lassen
96129,Plumas
96130,Lassen
96132,Lassen
96133,Mono
96134,Modoc
96135,Plumas
96136,Lassen
96137,Lassen
96140,Placer
96141,Placer
96142,El Dorado
96143,Placer
96145,Placer
96146,Placer
96148,Placer
96150,El Dorado
96155,El Dorado
96161,Nevada
